W_M1,W_M2,W_M3,W_M4,W_M5,W_M6,I1,C1,C2,gain_db,power_watts
1.402746905337207,2.5378704546621753,3.6841550280697533,4.517181019489547,8.641512597294824,7.94226123068038,2.4600537791212098e-05,8.593913896523627e-12,6.5251063912080295e-12,13.0685,0.00443463
4.716275625758087,3.9515114290056497,3.0807875759532553,2.3090041055961703,9.61172003606758,4.207375539822386,9.425797108333975e-05,7.856815739105336e-12,1.4304454874790303e-12,11.0954,0.00372616
1.4296835671836674,4.87309038145327,3.7341982686580644,1.0469006338091833,5.524232415218485,8.304635273175663,7.535991644791024e-05,1.868618129154863e-12,8.427851723983636e-12,29.3489,0.00124847
3.754685178392331,1.869358116411426,3.5844118543612393,3.667504692652047,4.181262082802603,3.278246426626474,4.8460403609089394e-05,3.136395277742321e-12,2.7648605979962086e-12,7.19358,0.0012815
1.1238780264739172,1.434730370940183,1.5518609773852763,1.6323844555091784,2.6017795259056564,5.502127648444235,8.379739817150267e-05,8.71280763683677e-12,6.038377215936197e-12,29.6311,0.00133125
2.6569062337051634,1.3756756171374072,1.7156371006334306,2.9703320204677133,5.982880567936791,2.3576692572626596,9.14102955535237e-05,2.26512241442851e-12,2.6898086351333275e-12,4.37423,0.000860363
4.320591011007145,2.369968926604917,4.4766621275148255,2.4692949794434953,2.77704270167236,5.9250769833970125,6.794783731954857e-05,5.5087968168784216e-12,8.074910717073276e-12,29.2483,0.00209045
2.6486767034389094,3.2246270889170763,4.997955234667016,2.971758325226672,8.932238106360433,4.363121899132176,5.420587774518007e-05,9.967532456211638e-12,9.24496667622539e-12,4.62188,0.00378162
2.5937187958013115,2.0577116286636272,2.2836360981550743,4.042687273052978,2.5918094329791836,4.875996699145126,2.3394376421228097e-05,7.312037368290133e-12,4.42893739312218e-12,29.1411,0.00149372
2.083986094986874,3.892916288182064,2.377704520330461,1.770305002249442,4.031287796757043,8.304763115825715,3.1598867077956504e-05,8.937462372146933e-12,8.131985214481865e-12,29.341,0.00177006
2.0010794673143684,1.8632555041516294,4.681652790308003,2.852420615214531,5.612620852353706,3.5752114236837738,2.423865072746844e-05,4.784277195032982e-12,4.5725133185837565e-12,2.44141,0.00173902
2.6189747658482467,2.4136688060447957,4.0378485905673625,4.724661488531244,9.243425343703711,9.408795116577744,4.001391920000757e-05,7.232612643151617e-12,8.646519386359473e-12,12.2799,0.00362832
1.830708901425771,3.142095858865071,4.161167250934145,4.613478267532358,7.116694146352582,4.123112362560761,8.30249948545097e-05,6.328164255588063e-12,2.7672157643666784e-12,8.04701,0.0026493
2.6137145742052916,2.0517910846262226,1.930794766144547,1.0733016284751238,6.187803921334397,2.2039707893363563,9.275578672812174e-05,4.456217389646058e-12,8.084698743041139e-12,6.32525,0.00177566
3.7008989752764525,3.508861688790659,4.266671732324593,1.5027575453046569,2.3136483802734027,4.613041056715429,9.085304874942476e-05,9.020763439777501e-12,4.798264722724663e-12,30.1867,0.00140527
2.864977252481503,1.5193105733680032,1.0890978725614473,4.8822177218294645,3.2565931702269353,2.924965084305084,4.967532946322098e-05,8.320398409623063e-12,5.254598261871933e-12,29.7436,0.000987704
4.858893852836781,3.2875033067204997,2.2819460240520195,3.021117136328218,8.53415576774303,5.170763061679648,3.176746334631614e-05,4.908838857865935e-12,9.121518380761539e-12,19.0495,0.00431875
4.684598348536724,4.739646726878513,3.9445805471727087,3.670310974602751,7.698010837973341,8.133399253970847,2.9464641006878275e-05,5.050156327207084e-12,3.5915766368803706e-12,29.3521,0.000859278
3.691809874882728,4.232452308101149,3.631473637501354,3.461980947237619,4.109542968694721,6.295053809948021,1.627104061655076e-05,6.208959057441909e-12,9.38502001884879e-12,29.1109,0.00212266
4.230101556277219,3.2980129442430375,3.26345252765942,1.4742747115476877,9.123264706836007,8.245914422442278,8.342782880739274e-05,2.609811013644793e-12,3.650904695596997e-12,20.5267,0.002786
1.7289467858859848,4.9199306495990776,2.1951694093136984,2.527872187272242,7.547848822912567,6.371200285107837,3.692779804379203e-05,2.799643285559905e-12,9.941605594866982e-12,29.9518,0.000923089
3.9883284828846812,4.0228919554177445,4.119661503350033,3.551409336066688,3.6453128076069348,4.981220172213716,1.9248841319771275e-05,9.060298002625788e-12,5.558914732239359e-12,29.0836,0.0020512
1.0680116260444943,4.823415636177249,1.1788508535229028,4.069193539523882,2.887475426008092,2.4232583366027747,9.572916035861519e-05,1.857950135525495e-12,5.826213273270862e-12,30.0216,0.000555543
4.572654624506213,3.3770434546742987,1.5878460984670926,2.756015235807868,9.42767572167374,3.774120045207906,8.349614912455576e-05,4.126676764225103e-12,9.466643686933692e-12,18.3633,0.00336096
4.318113567093821,1.4717368139440659,2.009121621285401,4.069294069616991,6.318009576054844,3.5286043516844376,6.904290110015614e-05,1.4680206213078438e-12,6.645328052403927e-12,7.18506,0.000599957
2.277931771103796,1.3680997097144592,1.0091238553180784,3.177122137469366,7.619673610464138,7.720615667632484,4.4046200236381185e-05,1.433086660711262e-12,2.204189624845346e-12,30.124,0.000189161
